Ref_Date,GEO,LIV,Vector,Coordinate,Value
2008/12,Eastern provinces,"7 to 22 kilograms (x 1,000)",v65654777,12.8,1676.5
2009/06,Eastern provinces,"7 to 22 kilograms (x 1,000)",v65654777,12.8,1720.2
2009/12,Eastern provinces,"7 to 22 kilograms (x 1,000)",v65654777,12.8,1676.6
2010/06,Eastern provinces,"7 to 22 kilograms (x 1,000)",v65654777,12.8,1637.2
2010/12,Eastern provinces,"7 to 22 kilograms (x 1,000)",v65654777,12.8,1730.1
2011/06,Eastern provinces,"7 to 22 kilograms (x 1,000)",v65654777,12.8,1782.7
2011/12,Eastern provinces,"7 to 22 kilograms (x 1,000)",v65654777,12.8,1771.0
2012/06,Eastern provinces,"7 to 22 kilograms (x 1,000)",v65654777,12.8,1737.2
2012/12,Eastern provinces,"7 to 22 kilograms (x 1,000)",v65654777,12.8,1748.2
2013/06,Eastern provinces,"7 to 22 kilograms (x 1,000)",v65654777,12.8,1743.8
2013/12,Eastern provinces,"7 to 22 kilograms (x 1,000)",v65654777,12.8,1767.5
2014/06,Eastern provinces,"7 to 22 kilograms (x 1,000)",v65654777,12.8,1762.8
2014/12,Eastern provinces,"7 to 22 kilograms (x 1,000)",v65654777,12.8,1781.1
2015/06,Eastern provinces,"7 to 22 kilograms (x 1,000)",v65654777,12.8,1761.4
2015/12,Eastern provinces,"7 to 22 kilograms (x 1,000)",v65654777,12.8,1797.5
2016/06,Eastern provinces,"7 to 22 kilograms (x 1,000)",v65654777,12.8,1852.2
2007/12,Eastern provinces,"23 to 53 kilograms (x 1,000)",v65654789,12.9,1940.3
2008/06,Eastern provinces,"23 to 53 kilograms (x 1,000)",v65654789,12.9,1780.5
2008/12,Eastern provinces,"23 to 53 kilograms (x 1,000)",v65654789,12.9,1795.2
2009/06,Eastern provinces,"23 to 53 kilograms (x 1,000)",v65654789,12.9,1719.7
2009/12,Eastern provinces,"23 to 53 kilograms (x 1,000)",v65654789,12.9,1715.4
2010/06,Eastern provinces,"23 to 53 kilograms (x 1,000)",v65654789,12.9,1669.5
2010/12,Eastern provinces,"23 to 53 kilograms (x 1,000)",v65654789,12.9,1584.9
2011/06,Eastern provinces,"23 to 53 kilograms (x 1,000)",v65654789,12.9,1500.2
2011/12,Eastern provinces,"23 to 53 kilograms (x 1,000)",v65654789,12.9,1498.6
2012/06,Eastern provinces,"23 to 53 kilograms (x 1,000)",v65654789,12.9,1508.9
2012/12,Eastern provinces,"23 to 53 kilograms (x 1,000)",v65654789,12.9,1455.1
2013/06,Eastern provinces,"23 to 53 kilograms (x 1,000)",v65654789,12.9,1462.6
2013/12,Eastern provinces,"23 to 53 kilograms (x 1,000)",v65654789,12.9,1443.3
2014/06,Eastern provinces,"23 to 53 kilograms (x 1,000)",v65654789,12.9,1456.6
2014/12,Eastern provinces,"23 to 53 kilograms (x 1,000)",v65654789,12.9,1459.9
2015/06,Eastern provinces,"23 to 53 kilograms (x 1,000)",v65654789,12.9,1468.5
2015/12,Eastern provinces,"23 to 53 kilograms (x 1,000)",v65654789,12.9,1485.7
2016/06,Eastern provinces,"23 to 53 kilograms (x 1,000)",v65654789,12.9,1452.7
2007/12,Eastern provinces,"54 to 80 kilograms (x 1,000)",v65654790,12.10,1214.4
2008/06,Eastern provinces,"54 to 80 kilograms (x 1,000)",v65654790,12.10,1143.8
2008/12,Eastern provinces,"54 to 80 kilograms (x 1,000)",v65654790,12.10,1098.8
2009/06,Eastern provinces,"54 to 80 kilograms (x 1,000)",v65654790,12.10,1094.9
2009/12,Eastern provinces,"54 to 80 kilograms (x 1,000)",v65654790,12.10,1080.9
2010/06,Eastern provinces,"54 to 80 kilograms (x 1,000)",v65654790,12.10,1094.7
2010/12,Eastern provinces,"54 to 80 kilograms (x 1,000)",v65654790,12.10,1150.6
2011/06,Eastern provinces,"54 to 80 kilograms (x 1,000)",v65654790,12.10,1190.8
2011/12,Eastern provinces,"54 to 80 kilograms (x 1,000)",v65654790,12.10,1211.4
2012/06,Eastern provinces,"54 to 80 kilograms (x 1,000)",v65654790,12.10,1212.7
2012/12,Eastern provinces,"54 to 80 kilograms (x 1,000)",v65654790,12.10,1174.8
2013/06,Eastern provinces,"54 to 80 kilograms (x 1,000)",v65654790,12.10,1205.6
2013/12,Eastern provinces,"54 to 80 kilograms (x 1,000)",v65654790,12.10,1222.7
2014/06,Eastern provinces,"54 to 80 kilograms (x 1,000)",v65654790,12.10,1234.0
2014/12,Eastern provinces,"54 to 80 kilograms (x 1,000)",v65654790,12.10,1248.0
2015/06,Eastern provinces,"54 to 80 kilograms (x 1,000)",v65654790,12.10,1241.9
2015/12,Eastern provinces,"54 to 80 kilograms (x 1,000)",v65654790,12.10,1257.0
2016/06,Eastern provinces,"54 to 80 kilograms (x 1,000)",v65654790,12.10,1291.2
2007/12,Eastern provinces,"Over 81 kilograms (x 1,000)",v65654791,12.11,1353.3
2008/06,Eastern provinces,"Over 81 kilograms (x 1,000)",v65654791,12.11,1349.0
2008/12,Eastern provinces,"Over 81 kilograms (x 1,000)",v65654791,12.11,1285.4
2009/06,Eastern provinces,"Over 81 kilograms (x 1,000)",v65654791,12.11,1293.4
2009/12,Eastern provinces,"Over 81 kilograms (x 1,000)",v65654791,12.11,1265.4
2010/06,Eastern provinces,"Over 81 kilograms (x 1,000)",v65654791,12.11,1335.1
2010/12,Eastern provinces,"Over 81 kilograms (x 1,000)",v65654791,12.11,1311.4
2011/06,Eastern provinces,"Over 81 kilograms (x 1,000)",v65654791,12.11,1312.4
2011/12,Eastern provinces,"Over 81 kilograms (x 1,000)",v65654791,12.11,1297.1
2012/06,Eastern provinces,"Over 81 kilograms (x 1,000)",v65654791,12.11,1322.0
2012/12,Eastern provinces,"Over 81 kilograms (x 1,000)",v65654791,12.11,1352.9
2013/06,Eastern provinces,"Over 81 kilograms (x 1,000)",v65654791,12.11,1379.4
2013/12,Eastern provinces,"Over 81 kilograms (x 1,000)",v65654791,12.11,1367.3
2014/06,Eastern provinces,"Over 81 kilograms (x 1,000)",v65654791,12.11,1382.8
2014/12,Eastern provinces,"Over 81 kilograms (x 1,000)",v65654791,12.11,1427.5
2015/06,Eastern provinces,"Over 81 kilograms (x 1,000)",v65654791,12.11,1435.9
2015/12,Eastern provinces,"Over 81 kilograms (x 1,000)",v65654791,12.11,1434.3
2016/06,Eastern provinces,"Over 81 kilograms (x 1,000)",v65654791,12.11,1472.6
2007/12,Newfoundland and Labrador,"Hogs, total (x 1,000)",v65654690,2.1,1.4
2008/06,Newfoundland and Labrador,"Hogs, total (x 1,000)",v65654690,2.1,1.4
2008/12,Newfoundland and Labrador,"Hogs, total (x 1,000)",v65654690,2.1,1.5
2009/06,Newfoundland and Labrador,"Hogs, total (x 1,000)",v65654690,2.1,1.6
2009/12,Newfoundland and Labrador,"Hogs, total (x 1,000)",v65654690,2.1,1.5
2010/06,Newfoundland and Labrador,"Hogs, total (x 1,000)",v65654690,2.1,1.6
2010/12,Newfoundland and Labrador,"Hogs, total (x 1,000)",v65654690,2.1,x
2011/06,Newfoundland and Labrador,"Hogs, total (x 1,000)",v65654690,2.1,x
2011/12,Newfoundland and Labrador,"Hogs, total (x 1,000)",v65654690,2.1,x
2012/06,Newfoundland and Labrador,"Hogs, total (x 1,000)",v65654690,2.1,x
2012/12,Newfoundland and Labrador,"Hogs, total (x 1,000)",v65654690,2.1,x
2013/06,Newfoundland and Labrador,"Hogs, total (x 1,000)",v65654690,2.1,x
2013/12,Newfoundland and Labrador,"Hogs, total (x 1,000)",v65654690,2.1,x
2014/06,Newfoundland and Labrador,"Hogs, total (x 1,000)",v65654690,2.1,x
2014/12,Newfoundland and Labrador,"Hogs, total (x 1,000)",v65654690,2.1,x
2015/06,Newfoundland and Labrador,"Hogs, total (x 1,000)",v65654690,2.1,x
2015/12,Newfoundland and Labrador,"Hogs, total (x 1,000)",v65654690,2.1,x
2016/06,Newfoundland and Labrador,"Hogs, total (x 1,000)",v65654690,2.1,x
2007/12,Newfoundland and Labrador,"Breeding stock, 6 months and over (x 1,000)",v65654691,2.2,0.2
2008/06,Newfoundland and Labrador,"Breeding stock, 6 months and over (x 1,000)",v65654691,2.2,0.2
2008/12,Newfoundland and Labrador,"Breeding stock, 6 months and over (x 1,000)",v65654691,2.2,0.2
2009/06,Newfoundland and Labrador,"Breeding stock, 6 months and over (x 1,000)",v65654691,2.2,0.2
2009/12,Newfoundland and Labrador,"Breeding stock, 6 months and over (x 1,000)",v65654691,2.2,0.2
2010/06,Newfoundland and Labrador,"Breeding stock, 6 months and over (x 1,000)",v65654691,2.2,0.2
2010/12,Newfoundland and Labrador,"Breeding stock, 6 months and over (x 1,000)",v65654691,2.2,x
2011/06,Newfoundland and Labrador,"Breeding stock, 6 months and over (x 1,000)",v65654691,2.2,x
2011/12,Newfoundland and Labrador,"Breeding stock, 6 months and over (x 1,000)",v65654691,2.2,x
2012/06,Newfoundland and Labrador,"Breeding stock, 6 months and over (x 1,000)",v65654691,2.2,x
2012/12,Newfoundland and Labrador,"Breeding stock, 6 months and over (x 1,000)",v65654691,2.2,x
2013/06,Newfoundland and Labrador,"Breeding stock, 6 months and over (x 1,000)",v65654691,2.2,x
2013/12,Newfoundland and Labrador,"Breeding stock, 6 months and over (x 1,000)",v65654691,2.2,x
2014/06,Newfoundland and Labrador,"Breeding stock, 6 months and over (x 1,000)",v65654691,2.2,x
2014/12,Newfoundland and Labrador,"Breeding stock, 6 months and over (x 1,000)",v65654691,2.2,x
2015/06,Newfoundland and Labrador,"Breeding stock, 6 months and over (x 1,000)",v65654691,2.2,x
2015/12,Newfoundland and Labrador,"Breeding stock, 6 months and over (x 1,000)",v65654691,2.2,x
2016/06,Newfoundland and Labrador,"Breeding stock, 6 months and over (x 1,000)",v65654691,2.2,x
2007/12,Newfoundland and Labrador,"Boars, 6 months and over (x 1,000)",v65654692,2.3,0.0
2008/06,Newfoundland and Labrador,"Boars, 6 months and over (x 1,000)",v65654692,2.3,0.0
2008/12,Newfoundland and Labrador,"Boars, 6 months and over (x 1,000)",v65654692,2.3,0.0
2009/06,Newfoundland and Labrador,"Boars, 6 months and over (x 1,000)",v65654692,2.3,0.0
2009/12,Newfoundland and Labrador,"Boars, 6 months and over (x 1,000)",v65654692,2.3,0.0
2010/06,Newfoundland and Labrador,"Boars, 6 months and over (x 1,000)",v65654692,2.3,0.0
2010/12,Newfoundland and Labrador,"Boars, 6 months and over (x 1,000)",v65654692,2.3,x
2011/06,Newfoundland and Labrador,"Boars, 6 months and over (x 1,000)",v65654692,2.3,x
2011/12,Newfoundland and Labrador,"Boars, 6 months and over (x 1,000)",v65654692,2.3,x
2012/06,Newfoundland and Labrador,"Boars, 6 months and over (x 1,000)",v65654692,2.3,x
2012/12,Newfoundland and Labrador,"Boars, 6 months and over (x 1,000)",v65654692,2.3,x
2013/06,Newfoundland and Labrador,"Boars, 6 months and over (x 1,000)",v65654692,2.3,x
2013/12,Newfoundland and Labrador,"Boars, 6 months and over (x 1,000)",v65654692,2.3,x
2014/06,Newfoundland and Labrador,"Boars, 6 months and over (x 1,000)",v65654692,2.3,x
2014/12,Newfoundland and Labrador,"Boars, 6 months and over (x 1,000)",v65654692,2.3,x
2015/06,Newfoundland and Labrador,"Boars, 6 months and over (x 1,000)",v65654692,2.3,x
2015/12,Newfoundland and Labrador,"Boars, 6 months and over (x 1,000)",v65654692,2.3,x
2016/06,Newfoundland and Labrador,"Boars, 6 months and over (x 1,000)",v65654692,2.3,x
2007/12,Newfoundland and Labrador,"Sows and gilts, 6 months and over (x 1,000)",v65654693,2.4,0.2
2008/06,Newfoundland and Labrador,"Sows and gilts, 6 months and over (x 1,000)",v65654693,2.4,0.2
2008/12,Newfoundland and Labrador,"Sows and gilts, 6 months and over (x 1,000)",v65654693,2.4,0.2
2009/06,Newfoundland and Labrador,"Sows and gilts, 6 months and over (x 1,000)",v65654693,2.4,0.2
2009/12,Newfoundland and Labrador,"Sows and gilts, 6 months and over (x 1,000)",v65654693,2.4,0.2
2010/06,Newfoundland and Labrador,"Sows and gilts, 6 months and over (x 1,000)",v65654693,2.4,0.2
2010/12,Newfoundland and Labrador,"Sows and gilts, 6 months and over (x 1,000)",v65654693,2.4,x
2011/06,Newfoundland and Labrador,"Sows and gilts, 6 months and over (x 1,000)",v65654693,2.4,x
2011/12,Newfoundland and Labrador,"Sows and gilts, 6 months and over (x 1,000)",v65654693,2.4,x
2012/06,Newfoundland and Labrador,"Sows and gilts, 6 months and over (x 1,000)",v65654693,2.4,x
2012/12,Newfoundland and Labrador,"Sows and gilts, 6 months and over (x 1,000)",v65654693,2.4,x
2013/06,Newfoundland and Labrador,"Sows and gilts, 6 months and over (x 1,000)",v65654693,2.4,x
2013/12,Newfoundland and Labrador,"Sows and gilts, 6 months and over (x 1,000)",v65654693,2.4,x
2014/06,Newfoundland and Labrador,"Sows and gilts, 6 months and over (x 1,000)",v65654693,2.4,x
2014/12,Newfoundland and Labrador,"Sows and gilts, 6 months and over (x 1,000)",v65654693,2.4,x
2015/06,Newfoundland and Labrador,"Sows and gilts, 6 months and over (x 1,000)",v65654693,2.4,x
2015/12,Newfoundland and Labrador,"Sows and gilts, 6 months and over (x 1,000)",v65654693,2.4,x
2016/06,Newfoundland and Labrador,"Sows and gilts, 6 months and over (x 1,000)",v65654693,2.4,x
2007/12,Newfoundland and Labrador,"All other hogs (x 1,000)",v65654694,2.5,1.2
2008/06,Newfoundland and Labrador,"All other hogs (x 1,000)",v65654694,2.5,1.2
2008/12,Newfoundland and Labrador,"All other hogs (x 1,000)",v65654694,2.5,1.3
2009/06,Newfoundland and Labrador,"All other hogs (x 1,000)",v65654694,2.5,1.4
2009/12,Newfoundland and Labrador,"All other hogs (x 1,000)",v65654694,2.5,1.3
2010/06,Newfoundland and Labrador,"All other hogs (x 1,000)",v65654694,2.5,1.4
2010/12,Newfoundland and Labrador,"All other hogs (x 1,000)",v65654694,2.5,x
2011/06,Newfoundland and Labrador,"All other hogs (x 1,000)",v65654694,2.5,x
2011/12,Newfoundland and Labrador,"All other hogs (x 1,000)",v65654694,2.5,x
2012/06,Newfoundland and Labrador,"All other hogs (x 1,000)",v65654694,2.5,x
2012/12,Newfoundland and Labrador,"All other hogs (x 1,000)",v65654694,2.5,x
2013/06,Newfoundland and Labrador,"All other hogs (x 1,000)",v65654694,2.5,x
2013/12,Newfoundland and Labrador,"All other hogs (x 1,000)",v65654694,2.5,x
2014/06,Newfoundland and Labrador,"All other hogs (x 1,000)",v65654694,2.5,x
2014/12,Newfoundland and Labrador,"All other hogs (x 1,000)",v65654694,2.5,x
2015/06,Newfoundland and Labrador,"All other hogs (x 1,000)",v65654694,2.5,x
2015/12,Newfoundland and Labrador,"All other hogs (x 1,000)",v65654694,2.5,x
2016/06,Newfoundland and Labrador,"All other hogs (x 1,000)",v65654694,2.5,x
2007/12,Newfoundland and Labrador,"Under 23 kilograms (x 1,000)",v65654695,2.6,0.5
2008/06,Newfoundland and Labrador,"Under 23 kilograms (x 1,000)",v65654695,2.6,0.5
2008/12,Newfoundland and Labrador,"Under 23 kilograms (x 1,000)",v65654695,2.6,0.4
2009/06,Newfoundland and Labrador,"Under 23 kilograms (x 1,000)",v65654695,2.6,0.5
2009/12,Newfoundland and Labrador,"Under 23 kilograms (x 1,000)",v65654695,2.6,0.5
2010/06,Newfoundland and Labrador,"Under 23 kilograms (x 1,000)",v65654695,2.6,0.4
2010/12,Newfoundland and Labrador,"Under 23 kilograms (x 1,000)",v65654695,2.6,x
2011/06,Newfoundland and Labrador,"Under 23 kilograms (x 1,000)",v65654695,2.6,x
2011/12,Newfoundland and Labrador,"Under 23 kilograms (x 1,000)",v65654695,2.6,x
2012/06,Newfoundland and Labrador,"Under 23 kilograms (x 1,000)",v65654695,2.6,x
2012/12,Newfoundland and Labrador,"Under 23 kilograms (x 1,000)",v65654695,2.6,x
2013/06,Newfoundland and Labrador,"Under 23 kilograms (x 1,000)",v65654695,2.6,x
2013/12,Newfoundland and Labrador,"Under 23 kilograms (x 1,000)",v65654695,2.6,x
2014/06,Newfoundland and Labrador,"Under 23 kilograms (x 1,000)",v65654695,2.6,x
2014/12,Newfoundland and Labrador,"Under 23 kilograms (x 1,000)",v65654695,2.6,x
2015/06,Newfoundland and Labrador,"Under 23 kilograms (x 1,000)",v65654695,2.6,x
2015/12,Newfoundland and Labrador,"Under 23 kilograms (x 1,000)",v65654695,2.6,x
2016/06,Newfoundland and Labrador,"Under 23 kilograms (x 1,000)",v65654695,2.6,x
2007/12,Newfoundland and Labrador,"Under 7 kilograms (x 1,000)",v65654696,2.7,0.2
2008/06,Newfoundland and Labrador,"Under 7 kilograms (x 1,000)",v65654696,2.7,0.2
2008/12,Newfoundland and Labrador,"Under 7 kilograms (x 1,000)",v65654696,2.7,0.2
2009/06,Newfoundland and Labrador,"Under 7 kilograms (x 1,000)",v65654696,2.7,0.2
2009/12,Newfoundland and Labrador,"Under 7 kilograms (x 1,000)",v65654696,2.7,0.2
2010/06,Newfoundland and Labrador,"Under 7 kilograms (x 1,000)",v65654696,2.7,0.2
2010/12,Newfoundland and Labrador,"Under 7 kilograms (x 1,000)",v65654696,2.7,x
2011/06,Newfoundland and Labrador,"Under 7 kilograms (x 1,000)",v65654696,2.7,x
2011/12,Newfoundland and Labrador,"Under 7 kilograms (x 1,000)",v65654696,2.7,x
2012/06,Newfoundland and Labrador,"Under 7 kilograms (x 1,000)",v65654696,2.7,x
2012/12,Newfoundland and Labrador,"Under 7 kilograms (x 1,000)",v65654696,2.7,x
2013/06,Newfoundland and Labrador,"Under 7 kilograms (x 1,000)",v65654696,2.7,x
2013/12,Newfoundland and Labrador,"Under 7 kilograms (x 1,000)",v65654696,2.7,x
2014/06,Newfoundland and Labrador,"Under 7 kilograms (x 1,000)",v65654696,2.7,x
2014/12,Newfoundland and Labrador,"Under 7 kilograms (x 1,000)",v65654696,2.7,x
2015/06,Newfoundland and Labrador,"Under 7 kilograms (x 1,000)",v65654696,2.7,x
2015/12,Newfoundland and Labrador,"Under 7 kilograms (x 1,000)",v65654696,2.7,x
2016/06,Newfoundland and Labrador,"Under 7 kilograms (x 1,000)",v65654696,2.7,x
2007/12,Newfoundland and Labrador,"7 to 22 kilograms (x 1,000)",v65654697,2.8,0.3
2008/06,Newfoundland and Labrador,"7 to 22 kilograms (x 1,000)",v65654697,2.8,0.3
2008/12,Newfoundland and Labrador,"7 to 22 kilograms (x 1,000)",v65654697,2.8,0.2
2009/06,Newfoundland and Labrador,"7 to 22 kilograms (x 1,000)",v65654697,2.8,0.3
2009/12,Newfoundland and Labrador,"7 to 22 kilograms (x 1,000)",v65654697,2.8,0.3
2010/06,Newfoundland and Labrador,"7 to 22 kilograms (x 1,000)",v65654697,2.8,0.2
2010/12,Newfoundland and Labrador,"7 to 22 kilograms (x 1,000)",v65654697,2.8,x
2011/06,Newfoundland and Labrador,"7 to 22 kilograms (x 1,000)",v65654697,2.8,x
2011/12,Newfoundland and Labrador,"7 to 22 kilograms (x 1,000)",v65654697,2.8,x
2012/06,Newfoundland and Labrador,"7 to 22 kilograms (x 1,000)",v65654697,2.8,x
2012/12,Newfoundland and Labrador,"7 to 22 kilograms (x 1,000)",v65654697,2.8,x
2013/06,Newfoundland and Labrador,"7 to 22 kilograms (x 1,000)",v65654697,2.8,x
2013/12,Newfoundland and Labrador,"7 to 22 kilograms (x 1,000)",v65654697,2.8,x
2014/06,Newfoundland and Labrador,"7 to 22 kilograms (x 1,000)",v65654697,2.8,x
2014/12,Newfoundland and Labrador,"7 to 22 kilograms (x 1,000)",v65654697,2.8,x
2015/06,Newfoundland and Labrador,"7 to 22 kilograms (x 1,000)",v65654697,2.8,x
2015/12,Newfoundland and Labrador,"7 to 22 kilograms (x 1,000)",v65654697,2.8,x
2016/06,Newfoundland and Labrador,"7 to 22 kilograms (x 1,000)",v65654697,2.8,x
2007/12,Newfoundland and Labrador,"23 to 53 kilograms (x 1,000)",v65654792,2.9,0.3
2008/06,Newfoundland and Labrador,"23 to 53 kilograms (x 1,000)",v65654792,2.9,0.3
2008/12,Newfoundland and Labrador,"23 to 53 kilograms (x 1,000)",v65654792,2.9,0.5
2009/06,Newfoundland and Labrador,"23 to 53 kilograms (x 1,000)",v65654792,2.9,0.5
2009/12,Newfoundland and Labrador,"23 to 53 kilograms (x 1,000)",v65654792,2.9,0.6
2010/06,Newfoundland and Labrador,"23 to 53 kilograms (x 1,000)",v65654792,2.9,0.7
2010/12,Newfoundland and Labrador,"23 to 53 kilograms (x 1,000)",v65654792,2.9,x
2011/06,Newfoundland and Labrador,"23 to 53 kilograms (x 1,000)",v65654792,2.9,x
2011/12,Newfoundland and Labrador,"23 to 53 kilograms (x 1,000)",v65654792,2.9,x
2012/06,Newfoundland and Labrador,"23 to 53 kilograms (x 1,000)",v65654792,2.9,x
2012/12,Newfoundland and Labrador,"23 to 53 kilograms (x 1,000)",v65654792,2.9,x
2013/06,Newfoundland and Labrador,"23 to 53 kilograms (x 1,000)",v65654792,2.9,x
2013/12,Newfoundland and Labrador,"23 to 53 kilograms (x 1,000)",v65654792,2.9,x
2014/06,Newfoundland and Labrador,"23 to 53 kilograms (x 1,000)",v65654792,2.9,x
2014/12,Newfoundland and Labrador,"23 to 53 kilograms (x 1,000)",v65654792,2.9,x
2015/06,Newfoundland and Labrador,"23 to 53 kilograms (x 1,000)",v65654792,2.9,x
2015/12,Newfoundland and Labrador,"23 to 53 kilograms (x 1,000)",v65654792,2.9,x
2016/06,Newfoundland and Labrador,"23 to 53 kilograms (x 1,000)",v65654792,2.9,x
2007/12,Newfoundland and Labrador,"54 to 80 kilograms (x 1,000)",v65654793,2.10,0.2
2008/06,Newfoundland and Labrador,"54 to 80 kilograms (x 1,000)",v65654793,2.10,0.2
2008/12,Newfoundland and Labrador,"54 to 80 kilograms (x 1,000)",v65654793,2.10,0.2
2009/06,Newfoundland and Labrador,"54 to 80 kilograms (x 1,000)",v65654793,2.10,0.2
2009/12,Newfoundland and Labrador,"54 to 80 kilograms (x 1,000)",v65654793,2.10,0.1
2010/06,Newfoundland and Labrador,"54 to 80 kilograms (x 1,000)",v65654793,2.10,0.1
2010/12,Newfoundland and Labrador,"54 to 80 kilograms (x 1,000)",v65654793,2.10,x
2011/06,Newfoundland and Labrador,"54 to 80 kilograms (x 1,000)",v65654793,2.10,x
2011/12,Newfoundland and Labrador,"54 to 80 kilograms (x 1,000)",v65654793,2.10,x
2012/06,Newfoundland and Labrador,"54 to 80 kilograms (x 1,000)",v65654793,2.10,x
2012/12,Newfoundland and Labrador,"54 to 80 kilograms (x 1,000)",v65654793,2.10,x
2013/06,Newfoundland and Labrador,"54 to 80 kilograms (x 1,000)",v65654793,2.10,x
2013/12,Newfoundland and Labrador,"54 to 80 kilograms (x 1,000)",v65654793,2.10,x
